state,headline,commentID,inReplyTo,toxic,severe_toxic,obscene,threat,insult,identity_hate,lat,lon,article,multimedia,printPage,articleWordCount
Alaska,N.R.A. Says Trump May Retreat on Gun Control,26181986.0,0.0,0.000267487,1.63e-05,0.00020035,3.25e-06,0.000150753,4.23e-05,,,,1.0,13.0,1217.0
Alaska,Nakesha’s Demons,26195897.0,0.0,0.0079258175,6.265e-05,0.0010077740000000001,0.000208988,0.0015578735,0.00035926550000000006,,,,1.0,1.0,7000.0
Alaska,No Pension? You Can ‘Pensionize’ Your Savings,26384477.0,0.0,0.075561829,0.00019266599999999997,0.001350034,0.005053369,0.004882977,0.004117890999999999,,,,1.0,6.0,1359.0
Alaska,Plan for Tariffs Creates Divide In Trump Base,26196429.5,0.0,0.0420855005,0.0001907815,0.0027481935,0.00016057049999999997,0.004704130999999999,0.00033514250000000003,,,,1.0,1.0,1287.0
Alaska,State Dept. Holds Funds Aimed to Fight Meddling,26206423.5,0.0,0.000592097,1.545e-05,6.849999999999998e-05,1.7395000000000002e-05,9.2759e-05,3.8895e-05,,,,1.0,8.0,1240.0
Alaska,"Tariffs Are Small Economically, but Big Symbolically",26190750.0,0.0,0.000595887,1.9399999999999997e-05,0.000282748,1.15e-05,9.86e-05,1.32e-05,,,,1.0,4.0,890.0
Alaska,The Danger of Waiting for a Wave,26197282.0,0.0,0.011033854,0.000121468,0.001140256,0.0007606010000000001,0.000645974,0.00032243,,,,1.0,4.0,1412.0
Alaska,To Borrow Trauma Surgeons’ Eyes,26204955.0,0.0,0.07113985,0.000531197,0.004480138,0.010287598,0.007885083000000001,0.0074694140000000015,,,,1.0,2.0,770.0
Alaska,"Trade War, What Is It Good For? Absolutely Nothing",26196025.0,0.0,0.0113241875,3.2275e-05,0.0015654435,2.0665e-05,0.001228316,4.222e-05,,,,1.0,0.0,715.0
Alaska,Trump’s Call to Arm Teachers Resonates at Schools That Do,26179954.0,0.0,0.00233481,4.84e-05,0.00024203900000000002,3.52e-05,0.000323901,0.000283053,,,,1.0,1.0,1711.0
Alaska,Unknown,26192312.0,0.0,0.001934704,2.78e-05,0.000315072,6.67e-06,0.000253215,3.6099999999999997e-05,,,,1.0,0.0,1698.0
Alaska,What Motivates Voters More Than Loyalty? Loathing,26169587.0,0.0,0.08272098,0.00019244,0.006767631999999999,9.4e-05,0.005113693,0.001201522,,,,1.0,0.0,2259.0
Alaska,Will Hope Hicks Find Her Voice?,26184030.0,0.0,0.002780098,4.93e-05,0.000736581,2.58e-05,0.00046473699999999995,5.7999999999999994e-05,,,,1.0,0.0,1058.0
Alaska,Wily Trump Aide Nurtures Her Access and Influence,26216795.0,0.0,0.000221455,2.47e-05,0.000315799,2.25e-05,6.459999999999997e-05,0.000149122,,,,1.0,11.0,1280.0
Alaska,Xi’s Power Grab in China Rattles Europe and Its Hope for an Ally in the Trump Era,26214986.0,0.0,0.001140234,2.2e-05,0.000268881,3.47e-05,0.000129912,0.000501471,,,,1.0,9.0,1322.0
Arizona,5G Cell Service Is Coming. Critics Fear the Stations Will Look Like ‘a Medusa.’,26214144.0,0.0,0.00015929399999999998,7.13e-06,6.01e-05,7.16e-06,3.2899999999999987e-05,8.95e-06,,,,1.0,3.0,1340.0
Arizona,A Big Hollywood Night in a #MeToo Moment,26204721.0,0.0,0.0105413015,6.75735e-05,0.0004178475,0.000200994,0.0006234280000000001,0.00032227,,,,1.0,1.0,2375.0
Arizona,"A Gang’s Fearsome Reputation,  Further Inflated by the President",26167240.0,0.0,0.000340552,1.92e-05,9.470000000000001e-05,1.31e-05,8.25e-05,8.05e-06,,,,1.0,1.0,1506.0
Arizona,"A Tree Is Planted in Brooklyn, And a Homeowner Is Unhappy",26211431.0,0.0,0.006212776999999999,9.95e-05,0.001113503,0.000170822,0.001392569,8.379999999999999e-05,,,,1.0,2.0,406.0
Arizona,A Trump Fawners Almanac,26192814.0,0.0,0.0018433473333333333,4.04e-05,0.0003793116666666667,3.2999999999999996e-05,0.00038064200000000005,9.513533333333332e-05,,,,1.0,19.0,854.0
Arizona,An ‘Annie Hall’ Reboot for the Ages,26182585.0,0.0,0.02777507,9.71e-05,0.001041772,0.00032518,0.002898692,0.001962383,,,,1.0,1.0,2682.0
Arizona,"At Heart of Tight Race, Folks Who Picked Trump But Wish They Hadn’t",26188775.0,0.0,0.126786583,0.000275421,0.0072865935,0.0006453644999999999,0.016313194,0.0010822115,,,,1.0,14.0,1643.0
Arizona,Big Banks May Weaken Dodd-Frank Oversight,26216304.0,0.0,4.74e-05,6.03e-06,3.18e-05,1.06e-05,2.380000000000001e-05,1.15e-05,,,,1.0,1.0,1341.0
Arizona,Can There Be Good Porn?,26205515.5,0.0,0.2028707825,0.0006627865,0.01247611,0.00036736500000000003,0.024968667,0.0036129485,,,,1.0,27.0,991.0
Arizona,Chaos Theory In Oval Office Is Taking a Toll,26183323.14285714,0.0,0.0058862042857142855,5.970714285714287e-05,0.0006676777142857142,5.865614285714286e-05,0.0008478861428571428,0.0001466832857142857,,,,1.0,1.0,1229.0
Arizona,Disenchantment for Aide Grew With the Spotlight,26178273.111111112,0.0,0.012191247444444445,3.522233333333334e-05,0.0005816700000000001,4.509366666666666e-05,0.0008332156666666666,0.00036859911111111114,,,,1.0,16.0,1115.0
Arizona,Dorm Living for Professionals,26212149.0,0.0,0.002132321,3.2304999999999996e-05,0.00029571400000000004,8.3488e-05,0.00036492050000000003,0.00012768800000000001,,,,1.0,1.0,1800.0
Arizona,Enlightened Sort,26195163.0,0.0,0.0210137715,0.0001101075,0.002991551,0.0002966645,0.001316658,0.0001141255,,,,1.0,0.0,853.0
Arizona,Fights Worth Having,26166909.333333332,0.0,0.0030738755,0.00011026116666666668,0.0007544668333333334,4.05e-05,0.0006412833333333334,0.000890962,,,,1.0,0.0,896.0
Arizona,"Go Ahead, Millennials, Destroy Us",26186224.777777776,0.0,0.017897033,9.893966666666666e-05,0.0016547035555555555,0.00028818955555555555,0.002261784444444444,0.0004314037777777778,,,,1.0,19.0,1064.0
Arizona,"God, Don’t Save the King",26178529.0,0.0,0.067290053,0.00011031100000000001,0.0031786559999999998,6.47e-05,0.006365939,0.000574883,,,,1.0,19.0,842.0
Arizona,HUD Chief Scrambles To Cancel Dining Set,26181568.0,0.0,0.010095404,3.3e-05,0.000571213,2.3100000000000002e-05,0.000715315,0.000588067,,,,1.0,15.0,570.0
Arizona,Hooray for Harvey-less Hollywood!,26199212.333333332,0.0,0.07818513233333334,0.000291721,0.008731732666666665,0.0005362023333333334,0.010591951666666669,0.003095925666666667,,,,1.0,3.0,1066.0
Arizona,How Did Europe Freeze As North Pole Warmed Up?,26180653.0,0.0,0.0006434780000000001,2.3100000000000002e-05,0.00018544400000000002,1.0800000000000003e-05,0.00018444900000000002,7.94e-05,,,,1.0,4.0,831.0
Arizona,How Liberals Can Reclaim Nationalism,26198834.5,0.0,0.003858711,4.1099999999999996e-05,0.000415432,0.000108816,0.0006003505,0.00091051,,,,1.0,4.0,1545.0
Arizona,How the Left Wins the Culture War,26180806.625,0.0,0.05549978825,0.000120314625,0.0028010458750000002,0.00030994224999999993,0.004552230375000001,0.0013783998749999997,,,,1.0,23.0,854.0
Arizona,How the Tet Offensive Broke America,26194363.0,0.0,0.000173447,4.53e-06,0.00021895900000000002,2.35e-06,6.13e-05,8.14e-06,,,,1.0,0.0,929.0
Arizona,"Hugs, Smiles And a Pistol At the Ready",26210544.0,0.0,0.022984532999999998,0.000110146,0.00323019,8.290000000000001e-05,0.001773396,0.001509859,,,,1.0,1.0,1782.0
Arizona,I Saw a Genocide in Slow Motion,26192892.833333332,0.0,0.0388657685,0.00010957650000000002,0.0009569711666666666,0.00017227266666666665,0.0038493629999999997,0.00022902316666666668,,,,1.0,1.0,1955.0
Arizona,"In West Virginia, the Politicians Fail, and the Teachers Rise",26199005.5,0.0,0.1451704185,0.0001688955,0.0043436795,0.000182308,0.0030842260000000002,0.0005971085,,,,1.0,0.0,757.0
Arizona,"In a New York Minute, Hire for Schools Opts Out",26172180.0,0.0,0.037280381,0.00021119099999999998,0.004770054,0.000542706,0.003021029,0.00036463800000000003,,,,1.0,1.0,1777.0
Arizona,Intrigue in the House of Trump,26180609.57142857,0.0,0.02385316642857143,5.933085714285715e-05,0.0008346702857142857,7.468685714285714e-05,0.002230149714285714,0.0008026709999999999,,,,1.0,22.0,1383.0
Arizona,Ivanka Trump’s Brand Building,26196707.75,0.0,0.05488448525,0.00030810174999999995,0.007284452999999999,0.00104110025,0.004159766,0.00048117575000000007,,,,1.0,26.0,1267.0
Arizona,Jared Kushner Flames Out,26181123.0,0.0,0.015150817500000004,5.9999e-05,0.00079865,0.00010991700000000001,0.0009152945,0.0001667575,,,,1.0,18.0,1764.0
Arizona,Keeper of the Flame,26193591.0,0.0,0.002848452,5.7e-05,0.0004438685,0.0001776465,0.00028303400000000004,0.0002601025,,,,1.0,0.0,1079.0
Arizona,Learning to drive at 62,26185299.0,0.0,0.018758584,0.000137761,0.001735561,0.00019811700000000001,0.001119095,0.002986155,,,,1.0,0.0,864.0
Arizona,Letting  Teenagers  Live,26208908.5,0.0,0.0423352895,0.00029684949999999997,0.0019835665,0.000974458,0.0029923009999999997,0.0008415235,,,,1.0,27.0,820.0
Arizona,Loans Flowed to Kushner Cos. After Visits to the White House,26168575.333333332,0.0,0.0075466859999999995,4.023333333333333e-05,0.0008940603333333334,3.4133333333333334e-05,0.001271117,0.00034850866666666667,,,,1.0,1.0,1566.0
Arizona,Lower the Voting Age to 16,26190134.166666668,0.0,0.021034027666666667,8.88945e-05,0.0011248943333333334,9.856066666666667e-05,0.0031342203333333332,0.0007601918333333333,,,,1.0,6.0,788.0
Arizona,Make Better Movies Too,26201077.333333332,0.0,0.008653548333333332,8.330233333333333e-05,0.002085445333333333,0.00010027133333333334,0.0016971213333333332,0.0003092526666666667,,,,1.0,1.0,1078.0
Arizona,Mr. Trump’s Destructive Trade War,26193862.0,0.0,0.0191033435,0.000195727,0.0041259295,0.00015959299999999997,0.0004325895,0.00047504199999999996,,,,1.0,8.0,777.0
Arizona,Mr. Trump’s Problem With Democracy,26205587.875,0.0,0.023074967499999998,7.319425000000001e-05,0.000865202875,5.7510500000000004e-05,0.002131330375,0.00034466075000000004,,,,1.0,26.0,807.0
Arizona,N.R.A. Says Trump May Retreat on Gun Control,26180439.2,0.0,0.0061637092999999995,3.299710000000001e-05,0.0004115223999999999,3.604799999999999e-05,0.0012048521000000002,0.00026575,,,,1.0,13.0,1217.0
Arizona,Nakesha’s Demons,26196513.2,0.0,0.0108505038,8.717160000000001e-05,0.0010530456,0.0001036618,0.0024729386000000003,0.0005950096,,,,1.0,1.0,7000.0
Arizona,"Not the Higher Prices, It’s What Might Happen Next",26183161.666666668,0.0,0.004277421,3.9133333333333334e-05,0.00045522366666666674,5.493333333333333e-05,0.0011598016666666668,0.000388362,,,,1.0,14.0,1108.0
Arizona,"Oil Was Central in Decision to Shrink Protected Utah Site, Emails Show",26186768.5,0.0,0.014714501999999999,5.2000000000000004e-05,0.0006525369999999999,5.3700000000000004e-05,0.0006161015,6.619999999999998e-05,,,,1.0,11.0,1506.0
Arizona,"One Last Creamy, Late-Winter Blast of Taste",26217693.5,0.0,0.3055236285,0.0008951969999999999,0.012206003,0.001815599,0.0720949915,0.012790629500000001,,,,1.0,2.0,417.0
Arizona,Plan for Tariffs Creates Divide In Trump Base,26200569.4,0.0,0.0066298858000000006,4.5440000000000005e-05,0.0005958314,2.7459999999999995e-05,0.0019987253999999995,0.00024621640000000003,,,,1.0,1.0,1287.0
Arizona,Power to the Parents,26199117.4,0.0,0.00044334679999999995,1.3440000000000002e-05,9.9219e-05,5.7950599999999994e-05,7.83906e-05,5.42202e-05,,,,1.0,9.0,827.0
Arizona,"President Trump’s Contradictory, and Sometimes False, Comments About Gun Policy to Lawmakers",26167468.0,0.0,0.091505691,0.000139704,0.005706149000000001,0.00041296,0.00746453,0.0007008460000000001,,,,1.0,0.0,630.0
Arizona,Putin Says He Has ‘Invincible’ Nuclear Missile,26173399.2,0.0,0.0370127722,0.00016565379999999998,0.007427034199999999,0.00015915479999999998,0.0063255354,0.0022403377999999996,,,,1.0,1.0,1510.0
Arizona,"Roger Bannister, First Athlete to Break the 4-Minute Mile, Is Dead at 88",26210197.0,0.0,0.0152123785,0.00010296700000000003,0.0008830925,0.00040533599999999996,0.0033227705,0.0010734129999999998,,,,1.0,1.0,2119.0
Arizona,"Romance, Rough Sex or Rape?",26201684.0,0.0,0.0024664724999999997,0.00011035299999999999,0.0004718155,0.0001261565,0.000605463,0.0010378384999999999,,,,1.0,3.0,1161.0
Arizona,Saying a Prayer I Don’t Believe In,26168545.0,0.0,0.005729903000000001,3.86e-05,0.000250714,3.68e-05,0.00088887,0.0015168579999999998,,,,1.0,0.0,943.0
Arizona,Senate Intelligence Panel Says House G.O.P. Leaked a Senator’s Texts,26171515.4,0.0,0.011236626199999999,7.02164e-05,0.000734956,0.00016870699999999998,0.0016557064,0.0004881996,,,,1.0,16.0,1268.0
Arizona,Silicon Valley Toured the Heartland and Fell in Love,26226410.0,0.0,0.1637487335,0.0004591625,0.006971624,0.0026180304999999997,0.021851696,0.0026425905,,,,1.0,1.0,1418.0
Arizona,State Dept. Holds Funds Aimed to Fight Meddling,26205330.75,0.0,0.0013329985,2.795e-05,0.00030903625,5.6520999999999996e-05,0.00029913125,0.00013006375,,,,1.0,8.0,1240.0
Arizona,"Taxpayers, You’ve Been Scammed",26179766.285714287,0.0,0.017698946999999996,0.00011988042857142859,0.0009007127142857145,0.0007234418571428572,0.0018510027142857144,0.0003082197142857142,,,,1.0,23.0,903.0
Arizona,The Challenge of Doctor-Patient Relations in the Internet Age,26190541.0,0.0,0.0011361025,2.0235e-05,0.000190641,2.45e-05,0.000213867,0.00011837,,,,1.0,0.0,902.0
Arizona,The Danger of Waiting for a Wave,26197794.4,0.0,0.0046180746,3.24e-05,0.0007202793999999999,2.0926e-05,0.0007429870000000001,0.0003030702,,,,1.0,4.0,1412.0
Arizona,The Escalation of Love,26210369.0,0.0,0.016198955,6.52e-05,0.007600889,5.42e-05,0.001027617,0.000364513,,,,1.0,4.0,1096.0
Arizona,The Fury  Behind  An Avenger,26188515.333333332,0.0,0.09762222566666666,0.0017077610000000001,0.015705549000000003,0.001270584,0.032825432999999994,0.003747987333333333,,,,1.0,18.0,1342.0
Arizona,The Macroeconomics of Trade War,26197470.5,0.0,0.078917366,0.000446544,0.0057876245,0.00021571650000000008,0.012461187499999998,0.0055518155000000005,,,,1.0,0.0,478.0
Arizona,The Rise of  Dictatorship  Incorporated,26193070.666666668,0.0,0.020308030999999997,0.000177526,0.0017613336666666664,0.000634692,0.0018181823333333332,0.0015936229999999997,,,,1.0,19.0,798.0
Arizona,The Supreme Court’s Power Play Against Labor,26166804.75,0.0,0.010308941,0.000106673,0.00312488525,0.0002461075,0.0010220375000000001,0.000315383,,,,1.0,0.0,1480.0
Arizona,The Trump-Russia Story Gets Even Weirder,26184415.666666668,0.0,0.06968773899999998,0.00030910933333333333,0.009506589999999999,6.001299999999999e-05,0.004252254666666666,0.0006704936666666667,,,,1.0,0.0,1083.0
Arizona,"Thugs, Leeches, Shouting and Shoving at Trump Hotel in Panama",26202569.0,0.0,0.030845868199999998,0.00010240299999999997,0.0033728526,0.00010632420000000001,0.0029899671999999997,0.000231087,,,,1.0,1.0,1767.0
Arizona,Till We Have Faces,26194709.0,0.0,0.000606032,1.31e-05,0.00023775400000000001,2.2100000000000002e-05,0.00016873599999999998,3.5700000000000014e-05,,,,1.0,1.0,1336.0
Arizona,"To Erase Dissent, China Bans Pooh Bear and ‘N’",26168136.0,0.0,0.002138106,3.63e-05,0.00018791900000000001,4.6700000000000003e-05,0.00022422799999999998,4.44e-05,,,,1.0,1.0,1315.0
Arizona,"Trade War, What Is It Good For? Absolutely Nothing",26195445.0,0.0,0.018135303999999998,8.18e-05,0.000750938,3.16e-05,0.002886239,0.00017009799999999998,,,,1.0,0.0,715.0
Arizona,Trial of Killer’s Widow:  Scared Victim of Abuse Or Cunning Accomplice?,26170759.0,0.0,0.0018785129999999998,3.18e-05,0.000154065,1.62e-05,0.000514012,0.000719488,,,,1.0,11.0,1196.0
Arizona,"Trump Embraces a Trade War, Which Could Undermine Growth",26189712.0,0.0,0.004724453,5.0900000000000004e-05,0.00021835650000000002,4.245000000000001e-05,0.0005964705,8.070000000000001e-05,,,,1.0,0.0,1089.0
Arizona,"Trump Proclaims Tariffs On Steel and Aluminum, And Stocks Sag in Reply",26170957.333333332,0.0,0.003085209,6.008000000000001e-05,0.0005888393333333333,7.2773e-05,0.000524645,0.000317872,,,,1.0,1.0,1556.0
Arizona,Trump: King of Chaos,26211701.4,0.0,0.04392873700000001,0.0002257228,0.0036056336000000002,0.00010891219999999999,0.006813669,0.0012997598,,,,1.0,27.0,836.0
Arizona,Trump’s Call to Arm Teachers Resonates at Schools That Do,26180064.0,0.0,0.003726227,5.8099999999999996e-05,0.000339255,3.24e-05,0.001159902,0.0004920009999999999,,,,1.0,1.0,1711.0
Arizona,U.S. Closes Door on Christians Who Fled Iran,26173191.5,0.0,0.020144302,9.670325e-05,0.0007799359999999998,7.513600000000001e-05,0.0018548507500000002,0.00196582775,,,,1.0,11.0,1390.0
Arizona,Unknown,26187254.0,0.0,0.03595403388888889,0.00016473466666666668,0.00422724588888889,0.000477158,0.008386511333333332,0.003303506888888889,,,,1.0,0.0,672.1111111111111
Arizona,"Virtual Coins, Real Resources",26189087.0,0.0,0.001971188,3.9299999999999986e-05,0.00014963700000000002,9.4e-05,0.000216716,8.03e-05,,,,1.0,1.0,1207.0
Arizona,What Motivates Voters More Than Loyalty? Loathing,26169832.666666668,0.0,0.0033610069999999996,4.3866666666666665e-05,0.0003900990000000001,5.68e-05,0.000481951,0.00021077466666666667,,,,1.0,0.0,2259.0
Arizona,What We Will Lose When the Union Carbide Building Falls,26174507.0,0.0,0.0015270135000000002,2.635e-05,0.000153971,1.3559999999999999e-05,0.00024182849999999998,3.735e-05,,,,1.0,0.0,1180.0
Arizona,When Elder Abuse Is Self-Inflicted,26211053.0,0.0,0.0021762875,1.8050000000000005e-05,0.00019540199999999998,4.895e-05,0.000136172,0.00015051350000000002,,,,1.0,5.0,1242.0
Arizona,Where Land Meets Sea? On Your Tongue,26194388.0,0.0,0.0031953000000000003,1.3800000000000007e-05,0.001062787,1.1e-05,0.00098557,3.69e-05,,,,1.0,2.0,559.0
Arizona,Whole Foods Gets Primed With the Amazon Treatment,26170522.333333332,0.0,0.0030711046666666675,3.54e-05,0.0011839916666666667,3.0053333333333336e-05,0.00021984633333333334,5.2365e-05,,,,1.0,2.0,865.0
Arizona,Will Hope Hicks Find Her Voice?,26181923.5,0.0,0.000508923,2.055e-05,9.17565e-05,1.6300000000000003e-05,9.99725e-05,2.475e-05,,,,1.0,0.0,1058.0
Arizona,Wily Trump Aide Nurtures Her Access and Influence,26216135.0,0.0,0.0020768595,2.975e-05,0.0005424575,5.90055e-05,0.0001826845,6.725000000000001e-05,,,,1.0,11.0,1280.0
Arizona,"Women’s Champions, in Every Way",26246938.0,0.0,0.000322048,2.1e-05,0.000121002,2.97e-05,9.620000000000001e-05,0.00033530699999999997,,,,1.0,1.0,1155.0
